title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
NH-8 Road to Nidhivan,tt4671212,,https://en.wikipedia.org/wiki/NH-8_Road_to_Nidhivan,NH-8: Road to Nidhivan,NH-8: Road to Nidhivan,0,2015,95,Horror,3,31,The gripping film is inspired by true stories of the mysterious conception of Nidhivan  a place near Mathura. The film is set against the backdrop of a road trip of four friends from Mumbai to Nidhivan  a place close to Mathura (Uttar Pradesh).,The gripping film is inspired by true stories of the mysterious conception of Nidhivan  a place near Mathura. The film is set against the backdrop of a road trip of four friends from Mumbai...                    ,,Auroshika Dey|Arjun Fauzdar|Swaroopa Ghosh|,,17 April 2015 (India)
Dilliwali Zaalim Girlfriend,tt2800452,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Dilliwali_Zaalim_Girlfriend.jpeg/220px-Dilliwali_Zaalim_Girlfriend.jpeg,https://en.wikipedia.org/wiki/Dilliwali_Zaalim_Girlfriend,Dilliwaali Zaalim Girlfriend,Dilliwaali Zaalim Girlfriend,0,2015,121,Comedy|Drama,3.8,163,Dhruv an aspirant IAS officer  takes a private loan from a company in order to buy a car in order to woo the girl he loves  Sakshi. Soon enough  life turns upside down for him as he is unable to pay back the loan and the car is seized. From then on  begins Dhruv's encounters with today's super materialistic girls (where money comes above love)  the finance company  the system and a hardened criminal named Minocha.,Dhruv an aspirant IAS officer  takes a private loan from a company in order to buy a car in order to woo the girl he loves  Sakshi. Soon enough  life turns upside down for him as he is ...                    ,,Ira Dubey|Natalia Kapchuk|Prachi Mishra|Deepaq Sharma|Divyendu Sharma|Jackie Shroff|,,20 March 2015 (India)
Dharam Sankat Mein,tt4354740,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Dharam_Sankat_Mein_-_2015_Movie_Poster.jpg/220px-Dharam_Sankat_Mein_-_2015_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Dharam_Sankat_Mein,Dharam Sankat Mein,Dharam Sankat Mein,0,2015,129,Comedy,6.2,1822,Mr Dharam at the age of 55 figures out that he was adopted by a Hindu family after his Muslim father left him.He then tries to Meet his father who is in Critical Condition but the Imam says him to Become a Muslim for that. What Follows Next Are a bunch of comical events,At the age of 55  a Hindu man discovers that he was born Muslim and adopted by a Hindu family.,,Naseeruddin Shah|Paresh Rawal|Annu Kapoor|,,10 April 2015 (India)
Kaagaz Ke Fools,tt2962230,,https://en.wikipedia.org/wiki/Kaagaz_Ke_Fools,Kaagaz Ke Fools,Kaagaz Ke Fools,0,2015,109,Comedy,3.9,109,Revolving around a middle-class family  Kaagaz Ke Fools touches upon the issue of lack of good novel writers.,Revolving around a middle-class family  Kaagaz Ke Fools touches upon the issue of lack of good novel writers.,,Vinay Pathak|Mugdha Godse|Raima Sen|,,24 April 2015 (India)
Kuch Kuch Locha Hai,tt4272420,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Kuch_Kuch_Locha_Hai_Official_Poster.jpeg/220px-Kuch_Kuch_Locha_Hai_Official_Poster.jpeg,https://en.wikipedia.org/wiki/Kuch_Kuch_Locha_Hai,Kuch Kuch Locha Hai,Kuch Kuch Locha Hai,0,2015,143,Comedy|Drama,2.5,707,A middle-aged Gujrati businessman puts on a charade after a famous film actress asks to move in with him  in preparation for a movie role.,A middle-aged Gujrati businessman puts on a charade after a famous film actress asks to move in with him  in preparation for a movie role.,,Ram Kapoor|Sunny Leone|Evelyn Sharma|Navdeep Chhabra|Suchita Trivedi|Mehul Buch|Prashant Kapoor|Priyanka Sharma|Avantika Khatri|Kurush Deboo|Errol Peter Marks|Sunny Rajani|Anshool Uttamani|Michael Hagerty-Roach|,1 nomination,8 May 2015 (India)
Piku,tt3767372,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Piku.jpg/220px-Piku.jpg,https://en.wikipedia.org/wiki/Piku,Piku,Piku,0,2015,123,Comedy|Drama,7.6,25692,A quirky comedy about the relationship between a daughter and her aging father  whose eccentricities drive everyone crazy.,A quirky comedy about the relationship between a daughter and her aging father  whose eccentricities drive everyone crazy.,Motion Se Hi Emotion,Deepika Padukone|Amitabh Bachchan|Irrfan Khan|Moushumi Chatterjee|Raghuvir Yadav|Jishu Sengupta|Balendar Singh|Swaroopa Ghosh|Sajal Bhattacharya|Rupsa Banerjee|Nutan Mathur|Prerna Chawla|Aniruddha Roy Chowdhury|Bishwadeep Chatterjee|,30 wins & 12 nominations,8 May 2015 (USA)
Bombay Velvet,tt2979920,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Bombay_Velvet_poster.jpg/220px-Bombay_Velvet_poster.jpg,https://en.wikipedia.org/wiki/Bombay_Velvet,Bombay Velvet,Bombay Velvet,0,2015,149,Action|Crime|Drama,5.7,5116,Set against the backdrop of ambition  love  greed  and jazz - Bombay Velvet is the story of one ordinary man who goes against all odds and forges his destiny to become a 'Big Shot'. Jazz clubs  a passionate love story  a growing metropolis and a phenomenal hunger for a good life. Welcome to the City of Dreams. Welcome to Bombay Velvet.,An ordinary man goes against all odds and forges his destiny to become a 'Big Shot'.,,Ranbir Kapoor|Anushka Sharma|Karan Johar|Satyadeep Misra|Manish Chaudhary|Kay Kay Menon|Siddartha Basu|Vivaan Shah|Vicky Kaushal|Atul Srivastava|Akash Dabas|Jagdish Rajpurohit|Varun Grover|Sandesh Jadhav|,3 wins & 3 nominations,15 May 2015 (USA)
I Love Desi,tt4718678,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/I_Love_Desi_Theatrical_Poster.jpg/220px-I_Love_Desi_Theatrical_Poster.jpg,https://en.wikipedia.org/wiki/I_Love_Desi,I Love Desi,I Love Desi,0,2015,\N,Comedy|Romance,0,0,,Add a Plot »,,Shakti Anand|Arun Bali|Vedant Bali|Sunita Dhir|Gurpreet Ghuggi|Gulshan Grover|Mannat|Priyanka Shah|Karaan Singh|,,
Dil Dhadakne Do,tt4110568,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Dil_Dhadakne_Do_poster.jpg/220px-Dil_Dhadakne_Do_poster.jpg,https://en.wikipedia.org/wiki/Dil_Dhadakne_Do,Dil Dhadakne Do,Dil Dhadakne Do,0,2015,170,Comedy|Drama|Romance,6.8,13084,On the occasion of their 30th wedding anniversary  Kamal and Neelam and their adult children Ayesha and Kabir invite their family and friends on a cruise. Amidst much celebration and revelry  long suppressed emotions  resentments and insecurities emerge that might tear them apart completely or bring them closer than ever before.,The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,,Anil Kapoor|Shefali Shah|Priyanka Chopra|Ranveer Singh|Anushka Sharma|Farhan Akhtar|Rahul Bose|Zarina Wahab|Vikrant Massey|,5 wins & 13 nominations,5 June 2015 (USA)
Welcome 2 Karachi,tt4023852,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Welcome_to_Karachi.jpeg/220px-Welcome_to_Karachi.jpeg,https://en.wikipedia.org/wiki/Welcome_2_Karachi,Welcome 2 Karachi,Welcome to Karachi,0,2015,131,Action|Comedy|War,4.3,1013,Two men from India land in Karachi  Pakistan  without their passports. They get trapped by the Taliban and desperately try to find a way to get back to India.,Two men from India land in Karachi  Pakistan  without their passports. They get trapped by the Taliban and desperately try to find a way to get back to India.,,Arshad Warsi|Jackky Bhagnani|Lauren Gottlieb|Kumud Pant|Ayub Khoso|Adnan Shah|Kubra Khan|Dalip Tahil|Pavan Malhotra|,,28 May 2015 (India)
P Se PM Tak,tt3255586,,https://en.wikipedia.org/wiki/P_Se_PM_Tak,P Se PM Tak,P Se PM Tak,0,2015,123,Comedy|Drama,3.9,67,In this comedy of errors  Kasturi is a prostitute who gets caught in the middle of an elaborate scheme orchestrated by two warring political parties.,In this comedy of errors  Kasturi is a prostitute who gets caught in the middle of an elaborate scheme orchestrated by two warring political parties.,,Meenakshi Dixit|Indrajeet Soni|Bharat Jadhav|Yashpal Sharma|Chinmay Jadhavrao|Deepak Shirke|Akhilendra Mishra|Mushtaq Khan|Aanand Kale|Vedish|Prerna Wanvari|Aakash Pandey|Geetanjali Kulkarni|Virendra Saxena|,,29 May 2015 (India)
Mere Genie Uncle,tt2585654,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Mere_Genie_Uncle_%28movie_poster%29.png/220px-Mere_Genie_Uncle_%28movie_poster%29.png,https://en.wikipedia.org/wiki/Mere_Genie_Uncle,Mere Genie Uncle,Mere Genie Uncle,0,2015,\N,Comedy,4.5,6,Mere Genie Uncle is a 3D Movie for the Entire Family.,Mere Genie Uncle is a 3D Movie for the Entire Family.,,Yash Acharya|Navina Bole|Hetvi Charla|Pankaj Kalra|Pratham Kalra|Shakti Kapoor|Swati Kapoor|Jenna Khan|Mushtaq Khan|Ayyan Mallik|Ehsaan Qureshi|Asheish Roy|Anuj Sikri|,,
Hamari Adhuri Kahani,tt3483612,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hamari_Adhuri_Kahani_official_poster.jpg/220px-Hamari_Adhuri_Kahani_official_poster.jpg,https://en.wikipedia.org/wiki/Hamari_Adhuri_Kahani,Hamari Adhuri Kahani,Hamari Adhuri Kahani,0,2015,129,Drama|Romance,6.7,4788,Hamari Adhuri Kahani (English: Our Incomplete Story) is a 2015 Indian romantic drama directed by Mohit Suri and produced by Mahesh Bhatt under the banner Vishesh Films and Fox Star Studios. The film stars Emraan Hashmi  Vidya Balan  and Rajkummar Rao. It is based on the love story of Bhatt's parents  Nanabhai Bhatt  Shirin Mohammad Ali and his stepmother.,A single mother finds solace with a wealthy  but lonely hotel magnate  together they find love until her past comes back to confront her.,,Rajkummar Rao|Vidya Balan|Emraan Hashmi|Amala Akkineni|Zachary Coffin|Anil George|Madhurima Tuli|Yatin Karyekar|Sara Khan|Paras Chhabra|Narendra Jha|Suhasini Mulay|Namit Das|Uday Chandra|,1 win,12 June 2015 (USA)
Miss Tanakpur Haazir Ho,tt4707940,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Miss_Tanakpur_Haazir_Ho_poster.jpg/220px-Miss_Tanakpur_Haazir_Ho_poster.jpg,https://en.wikipedia.org/wiki/Miss_Tanakpur_Haazir_Ho,Miss Tanakpur Haazir Ho,Miss Tanakpur Haazir Ho,0,2015,154,Comedy|Crime|Family,5.4,300,Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. The Pradhan of Tanakpur  Sualal Gandas is no different. Like his contemporaries  Sualal rules his village using powers vested upon him by Khap. Not just the traditional court but when time comes Sualal manages to manipulate and exploit the bigger powers of the state i.e. the Police and the Law of the land. Ms Tanakpur is Sualal's Buffalo. She had won the Beauty pageant for Buffaloes in the Local fair. She had won the trophy because she produced more milk than all other Buffaloes in the contest. Serendipity will strike in this story. Ms Tanakpur thy name is justice.,Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. ...                    ,It Happens Only In India,Rahul Bagga|Hrishitaa Bhatt|Brijendra Kala|Annu Kapoor|Ravi Kishan|Sanjay Mishra|,,26 June 2015 (India)
Uvaa,tt4541102,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Uva_-_Poster.jpg/220px-Uva_-_Poster.jpg,https://en.wikipedia.org/wiki/Uvaa,Uvaa,Uvaa,0,2015,138,Comedy|Drama,4.9,130,Ram  Anil  Vikram  Salmaan and Deenbandhu are the rebellious brats of suburban Delhi NCR  with the world at their feet and nothing to worry they stomp everything in their path without knowing the consequences  but challenge lay ahead when all of them are put in a totally new world of convent school  here they survive and thrive only to find love. But one night they encounter a horrifying event which puts them in the hands of law. Their lives change forever  they have to fight for justice and moral integrity to make an example for the world.,Ram  Anil  Vikram  Salmaan and Deenbandhu are the rebellious brats of suburban Delhi NCR  with the world at their feet and nothing to worry they stomp everything in their path without ...                    ,,Mohit Baghel|Sheena Bajaj|Manish Chaudhary|Lavin Gothi|Vinti Idnani|Jyoti Kalash|Rajit Kapoor|Yukti Kapoor|Elena Kazan|Hussain Khan|Neha Khan|Neha Khan|Bhupendra Singh Megh|Rohan Mehra|,,26 June 2015 (India)
Ishq Ke Parindey,tt4581722,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Poster_of_movie_Ishq_Ke_Parindey.jpg/220px-Poster_of_movie_Ishq_Ke_Parindey.jpg,https://en.wikipedia.org/wiki/Ishq_Ke_Parindey,Ishq Ke Parindey,Ishq Ke Parindey,0,2015,120,Music|Romance,6.7,49,Saare Jahan Se Achchha Hindustan Hamara Hum Bulbule Hain Iski Ye Gulsitan Hamara When Allama Iqbal wrote the above couplet he never knew that the seeds sown by the British would lead to the creation of India and Pakistan. The land nurtured by the romantic poetry of Ghalib became a battleground. Friends for generations were separated forever in the name of partition. Humanity was buried under hatred. Sheen  the love bird from Pakistan flies down to Lucknow  the city of Nawabs. Faiz  the poet at heart  is mesmerised by the angelic beauty from heaven. Across rooftops and in the by lanes of Lucknow blossoms the innocent love of Sheen and Faiz. Bloodshed in the name of supremacy is a common phenomenon in India and Pakistan. Sheen's entire family was engulfed in gang wars in Pakistan. The violence she hated and thought she left behind in Pakistan accidentally creeps into her love life. Sheen and Faiz would face any thunderstorm to protect the flame of love. Thus begins the soulful journey ...,Saare Jahan Se Achchha Hindustan Hamara Hum Bulbule Hain Iski Ye Gulsitan Hamara When Allama Iqbal wrote the above couplet he never knew that the seeds sown by the British would lead to the...                    ,,Rishi Verma|Priyanka Mehta|Manjul Azad|Abid Yunus Khan|,,24 April 2015 (India)
Ishqedarriyaan,tt4610308,,https://en.wikipedia.org/wiki/Ishqedarriyaan,Ishqedarriyaan,Ishqedarriyaan,0,2015,132,Romance,4.9,133,Ishqedarriyaan is a story about love  sacrifice  family values and relationships. Rishteydarriyaan means relationships and Ishqedarriyaan signifies the relationship when you fall in love! The movie stars Mahaakshay Chakraborty  Evelyn Sharma and Mohit Dutta. Evelyn Sharma is the lead actress  who will play the character of Luvleen  a teacher by profession who wants to collect donations for her grandfather's school. Mahaakshay Chakraborty plays Aagam Diwan  a millionaire who loves his profession more than anything else. Mohit Dutta will play Arjun  a passionate singer.,Ishqedarriyaan is a story about love  sacrifice  family values and relationships. Rishteydarriyaan means relationships and Ishqedarriyaan signifies the relationship when you fall in love! ...                    ,,Mimoh Chakraborty|Kavin Dave|Mohit Dutta|,,15 May 2015 (India)
Sabki Bajegi Band,tt4654760,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Sabki_Bajegi_Band_Official_First_Look.jpg/220px-Sabki_Bajegi_Band_Official_First_Look.jpg,https://en.wikipedia.org/wiki/Sabki_Bajegi_Band,Sabki Bajegi Band,Sabki Bajegi Band,0,2015,108,Comedy|Drama,5.3,35,The film is based on true events - when the controversial RJ Anirudh recorded candid conversations between his celebrity/Bollywood pals at a farmhouse party: their intimate sexual desires  kinks  rivalries  affairs and bitching about Bollywood. The sensational uncensored footage has become India's First Reality Film.,The film is based on true events - when the controversial RJ Anirudh recorded candid conversations between his celebrity/Bollywood pals at a farmhouse party: their intimate sexual desires  ...                    ,,Swara Bhaskar|Shaurya Chauhan|Jhanvi Desai|Nisha Lalwani|Alekh Sangal|Samarth Shandilya|Aman Uppal|Sumeet Vyas|,,1 May 2015 (India)
Masaan,tt4635372,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Masaan_poster.jpg/220px-Masaan_poster.jpg,https://en.wikipedia.org/wiki/Fly_Away_Solo,Masaan,Masaan,0,2015,109,Drama,8.1,19904,Four lives intersect along the Ganges: a low caste boy hopelessly in love  a daughter ridden with guilt of a sexual encounter ending in a tragedy  a hapless father with fading morality  and a spirited child yearning for a family  long to escape the moral constructs of a small-town.,Four lives intersect along the Ganges: a low caste boy hopelessly in love  a daughter ridden with guilt of a sexual encounter ending in a tragedy  a hapless father with fading morality  and...                    ,Paths of grieve intersect on the Ganges River.,Richa Chadha|Sanjay Mishra|Vicky Kaushal|Pankaj Tripathi|Vineet Kumar|Bhagwan Tiwari|Bhupesh Singh|Satya Kam Anand|Saurabh Chadhary|,20 wins & 5 nominations,24 July 2015 (India)
Guddu Rangeela,tt4684028,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/GRKEYART_POSTER.jpg/220px-GRKEYART_POSTER.jpg,https://en.wikipedia.org/wiki/Guddu_Rangeela,Guddu Rangeela,Guddu Rangeela,0,2015,124,Comedy|Drama,5.3,800,Based in the dusty plains of North India  Guddu Rangeela is a story about two cousins trying to make ends meet in the crime infested surroundings. Orchestra singers by day and informants by night  acquiring measly pay offs from the information provided to local gangsters about the richest families in town  has fetched them an easy and safe way to subsist without getting their hands dirty in the bargain. Although cousins by blood  both are very much unlike each other. The love hate rapport of the two comes to be seen through the many dangerously funny circumstances that they are met with and their impromptu methods of saving their skin each time. Having suffered a tragic past at the hands of the gang lord turned politician Billo; the antagonist of the tale; both are discreetly entangled in a 10 year old legal battle against him through Gupta  an honest advocate fighting on their behalf. While the unorthodox and impulsive Guddu aspires to grow out of their hand to mouth way of life by ...,Based in the dusty plains of North India  Guddu Rangeela is a story about two cousins trying to make ends meet in the crime infested surroundings. Orchestra singers by day and informants by...                    ,,Arshad Warsi|Amit Sadh|Ronit Roy|Aditi Rao Hydari|Shriswara|Dibyendu Bhattacharya|Amit Sial|Brijendra Kala|Rajiv Gupta|,,3 July 2015 (India)
Bezubaan Ishq,tt4760750,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Bezubaan_Ishq_-_Poster.jpg/220px-Bezubaan_Ishq_-_Poster.jpg,https://en.wikipedia.org/wiki/Bezubaan_Ishq,Bezubaan Ishq,Bezubaan Ishq,0,2015,128,Musical|Romance,4.1,56,The film has been shot in various parts of India like Jaipur  Jaisalmer and Mumbai. The film is set in a modern milieu with traditional Indian backdrop and values. It revolves around three friends and their families. Mansukh Patel is an NRI business tycoon residing with his British wife  Lisa and daughter Rumzum in London  UK. The Patels live in the United Kingdom but haven't forgotten their Indian tradition and values. Mansukh's younger brother  Rashmikant lives in Mumbai with his daughter  Suhani. Having lost his wife Rekha early in life  Rashmikant is a protective father and pampers Suhani with all her demands  and so does his mother  Savitri. Rashmikant's childhood friend  Vipul is also his business partner. He lives with his wife  Laxmi and son  Swagat. Suhani and Swagat have been childhood sweethearts. Suhani is a open-hearted girl while Swagat is more subdued in nature. He also plays an important role in Suhani's life. Swagat is bowled over by Rumzum's simplicity  pure ...,The film has been shot in various parts of India like Jaipur  Jaisalmer and Mumbai. The film is set in a modern milieu with traditional Indian backdrop and values. It revolves around three ...                    ,,Mugdha Godse|Sneha Ullal|Nishant|Darshan Jariwala|Farida Jalal|Sachin Khedekar|Muni Jha|Smita Jaykar|Alex Ashman|Jitu Pandya|Soniya Mehta|Rittesh Mobh|Akshita Sethi|Aru Krishansh Verma|,,3 July 2015 (India)
Aisa Yeh Jahaan,tt4760900,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Aisa_Yeh_Jahaan_-_Poster.jpg/220px-Aisa_Yeh_Jahaan_-_Poster.jpg,https://en.wikipedia.org/wiki/Aisa_Yeh_Jahaan,The World It Is,Aisa Yeh Jahaan,0,2015,120,Drama,7,42,The film is set in Mumbai. It depicts the relationship between a husband and wife  the ever growing human detachment with nature and people's attitude towards the physiology of a child's growth which is portrayed in a lighthearted yet satirical fashion.Rajib  works for a multinational company and is far apart in terms of his nature from his wife  Ananya  who is a receptionist at a private firm. On the other hand  Kuhi  their three year old daughter  and Pakhi  the domestic help of the house  share a relationship based on innocence and pure emotions. Pakhi takes good care of Kuhi when Rajib and Ananya are away at work during the day.The whole family plans a vacation to their hometown in Assam. There  Kuhi gets to know Nalia Kai  the helper of the house  who introduces her to a new world record a world of trees  birds  greenery  paddy fields and the environment at large. There she realizes the difference between the concrete world of Mumbai and the natural environment of her father's ...,During a vacation with her parents  away from her concrete urban existence  a young girl learns to appreciate the joys of connecting with nature.,,Yashpal Sharma|Ira Dubey|Tinnu Anand|Palash Sen|,2 nominations,24 July 2015 (India)
Second Hand Husband,tt3948240,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Second_Hand_Husband_-_Poster.jpg/220px-Second_Hand_Husband_-_Poster.jpg,https://en.wikipedia.org/wiki/Second_Hand_Husband,Second Hand Husband,Second Hand Husband,0,2015,105,Comedy,3.8,141,Gurpreet and Rajbir are in love and want to marry each other. The only thing stopping them is the alimony that Rajbir has to pay every month to his ex-wife  Neha. Gurpreet  being a lawyer  is aware that the alimony needs to be paid only till Neha gets married to somebody else. Thus  begins the two lovers' journey to find a suitable groom for Rajbir's ex-wife! Their comic journey goes through various twists and turns and finally culminates at a point where Rajbir's boss  Ajit Singh (Dharmendra)  gets into trouble with his wife because of his flirtatious ways. What is the special in the special appearance of Mr. Aman Pathela and Is there a ray of hope here for Gurpreet and Rajbir? Can they manipulate their way out of this mess?,Gurpreet and Rajbir are in love and want to marry each other. The only thing stopping them is the alimony that Rajbir has to pay every month to his ex-wife  Neha. Gurpreet  being a lawyer  ...                    ,,Dharmendra|Vijay Raaz|Sanjay Mishra|Gippy Grewal|Ravi Kishan|Alok Nath|Gurpreet Ghuggi|Rati Agnihotri|Supriya Karnik|Geeta Basra|Tina Ahuja|Mukesh Tiwari|Karamjit Anmol|Rubina|,,3 July 2015 (India)
I Love NY (2015 film),tt2708644,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/I-love-New-Year-Movie-First-Look-Poster-1.jpg/220px-I-love-New-Year-Movie-First-Look-Poster-1.jpg,https://en.wikipedia.org/wiki/I_Love_NY_(2015_film),I Love NY,I Love NY,0,2015,127,Comedy|Romance,3.6,499,This is a one-night story - it's New Year eve and two strangers living in two different cities [New York/Chicago] are tossed into each other's company by the hand of fate in a comedy of errors that's as funny as it is enchanting. And just as the world is celebrating New Years  the two stranger's realize their own romances are falling apart... Making a desperate bid to sustain their own relationships they inadvertently fall in love over one magical New Year's eve...,This is a one-night story - it's New Year eve and two strangers living in two different cities [New York/Chicago] are tossed into each other's company by the hand of fate in a comedy of ...                    ,After a day he can't remember... Comes a night he will never forget.,Sunny Deol|Kangana Ranaut|Prem Chopra|Kubbra Sait|Maya Alagh|Manoj Joshi|Navin Chowdhry|Tannishtha Chatterjee|Jiten Mukhi|Virag Mishra|Lillete Dubey|,,10 July 2015 (India)
Main Hoon Part-Time Killer,tt3797478,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Main_Hoon_Rajinikanth.jpg/220px-Main_Hoon_Rajinikanth.jpg,https://en.wikipedia.org/wiki/Main_Hoon_Rajinikanth,Main Hoon Rajinikanth,Main Hoon Rajinikanth,0,2015,127,Comedy,7.3,22,,Add a Plot »,,Smitha Gondkar|Shakti Kapoor|Sameer Khan|Reema Lagoo|Adithya Menon|Mohnish Nawani|Sunil Pal|Kavita Radheshyam|Kumar Siddharth|Sodi Sultan|,,22 May 2015 (India)
Kaun Kitne Paani Mein,tt3477214,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Kaun_Kitne_Paani_Mein_-_Poster.jpg/220px-Kaun_Kitne_Paani_Mein_-_Poster.jpg,https://en.wikipedia.org/wiki/Kaun_Kitne_Paani_Mein,Kaun Kitney Paani Mein,Kaun Kitney Paani Mein,0,2015,112,Comedy|Drama|Family,6.2,417,The film wryly expresses the changes in hierarchy  caste and the power equation when water  the most important resource  vanishes and how the oppressed become the oppressors. The story is told through two villages which were split based on caste and money but never through water. In the current situation  through reversals of fortune  the old world order has been broken and water becomes the biggest game changer. It has a domino effect on everything from social order to economics  even love and marriage. The film takes a satirical look at respect for resources  caste divides  and rural life against the backdrop of a traditional love story but all set in a realm where water is the new currency.,The film wryly expresses the changes in hierarchy  caste and the power equation when water  the most important resource  vanishes and how the oppressed become the oppressors. The story is ...                    ,'When you have no water| You have to play Dirty'.,Kunal Kapoor|Radhika Apte|Saurabh Shukla|Gulshan Grover|,,28 August 2015 (India)
Drishyam (2015 film),tt4430212,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Drishyam_2015_film.jpg/220px-Drishyam_2015_film.jpg,https://en.wikipedia.org/wiki/Drishyam(2015),Drishyam,Drishyam,0,2015,163,Crime|Drama|Mystery,8.2,58340,Vijay Salgaonkar runs a cable TV network in a remote and hilly village of Goa. He lives a happy life with his wife Nandini and two daughters. A 4th grade dropout & an orphan  Vijay has worked his way towards success with his sheer hard-work & street smartness in order to provide for his family who mean the world to him. A man of few means & needs; Vijay believes life is to be lived simplistically - his wife  while she loves him devoutly  wants Vijay's thrifty & miserly behavior to end and wants the world for her family. If there's one thing that Vijay cannot live without  it is his passion for watching films. Such is his 'filmy' obsession that he doesn't mind staying up all night at his office binging on TV movies! In a bizarre turn of events; a teenage boy goes missing; he is the son of a headstrong & no-nonsense cop; IG Meera Deshmukh and the Salgaonkar family is the prime suspect! Will a humble & middle class man  be able to protect his family from oppression of the powerful? How ...,Desperate measures are taken by a man who tries to save his family from the dark side of the law  after they commit an unexpected crime.,Remake of a Malayalam movie,Ajay Devgn|Shriya Saran|Tabu|Rajat Kapoor|Ishita Dutta|Mrunal Jadhav|Prasanna Ketkar|Yogesh Sonam|Prathamesh Parab|Rishab Chadha|Ashish Warang|Anil Nagarkar|Tarun Shukla|Smita Inamdar|,1 win & 1 nomination,31 July 2015 (USA)
Bangistan,tt3422462,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Bangistan_First_Look.jpg/220px-Bangistan_First_Look.jpg,https://en.wikipedia.org/wiki/Bangistan,Bangistan,Bangistan,0,2015,135,Comedy|Drama,4.6,992,Bangistan is a whip smart and uproarious satire on fundamentalism and the story of two unlikely terrorists  the antitheses of each other  with a common destructive goal. Concerned by the unrest in the name of religion  Subcontinental leaders of Muslims and Hindus  the Imam and the Shankaracharya  announce that they're attending the International Peace Conference in Krakow in a joint effort to help unite the two religions in perpetual harmony. Rival rabble-rousing ragtag organizations  the Islamist Al-Kaam Tamam and right-wing political party Maa Ka Dal separately recruit and brainwash Hafeez and Praveen to suicide bomb the conference so that they may continue to wield their local influence. After a rigorous  and hilarious  'training' period the two men switch their religious identities to stay under the radar. Hafeez  the jihadi  masquerades as a conservative Hindu  Ishwarchand; while Praveen  the Hindu soldier  dons the garb of a practicing Muslim  Allahrakha. Focused on the mission ...,Two blundering terrorists with lofty ideologies  but ordinary talent  on a mission to change the world.,,Jacqueline Fernandez|Riteish Deshmukh|Michalina Olszanska|Saharsh Kumar Shukla|Aakash Dabhade|Pulkit Samrat|Rajesh Sharma|Zachary Coffin|Tom Alter|Kumud Mishra|Chandan Roy Sanyal|Janusz Chabior|Cezary Pazura|Arya Babbar|,1 nomination,7 August 2015 (USA)
All Is Well (2015 film),tt3547616,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/All-Is-Well-2015.jpg/220px-All-Is-Well-2015.jpg,https://en.wikipedia.org/wiki/All_Is_Well_(2015_film),All Is Well,All Is Well,0,2015,126,Adventure|Comedy|Drama,3.8,1399,A musician finds himself on the run from a group of thugs with his friend and his estranged parents.,A musician finds himself on the run from a group of thugs with his friend and his estranged parents.,,Rishi Kapoor|Abhishek Bachchan|Asin|Supriya Pathak|,,21 August 2015 (India)
